-0.0400000,0.851410,0.135830
17.9600,0.502920,0.110080
19.0400,0.508280,0.110090
0.950000,0.848640,0.135070
20.0200,0.510300,0.109290
21.0000,0.507160,0.107460
22.0000,0.503060,0.105550
23.0200,0.496120,0.103490
24.0300,0.488160,0.101560
25.0000,0.483410,0.100100
26.0500,0.477700,0.0988330
9.95000,0.587600,0.117420
26.9900,0.478730,0.0986930
28.0200,0.475390,0.0980640
29.0500,0.469550,0.0967300
2.02000,0.840930,0.135130
29.9700,0.465560,0.0957090
30.9900,0.456660,0.0939170
32.0500,0.448510,0.0924320
32.9700,0.437220,0.0904660
33.9900,0.417470,0.0875890
35.0100,0.428530,0.0899370
11.0100,0.549920,0.114150
36.0000,0.468140,0.0973470
36.9800,0.496370,0.101290
38.0100,0.523760,0.104980
38.9900,0.533580,0.105460
3.10000,0.829040,0.133770
39.9600,0.552570,0.107690
40.9700,0.554040,0.106810
41.9900,0.564190,0.107940
42.9500,0.570200,0.108400
44.0000,0.576550,0.108890
12.0800,0.523300,0.111930
44.9800,0.579990,0.109180
46.0200,0.589000,0.110510
46.9900,0.583570,0.110090
47.9600,0.585260,0.110550
49.0300,0.584980,0.111030
4.04000,0.808630,0.132230
50.0300,0.584610,0.110940
51.0100,0.584680,0.110950
51.9800,0.580510,0.110280
52.9800,0.580250,0.110080
13.0000,0.504000,0.110230
54.0100,0.574820,0.109010
54.9800,0.573250,0.108490
55.9800,0.566040,0.107060
57.0100,0.557070,0.105970
58.0200,0.547630,0.104100
58.9900,0.535020,0.102140
5.01000,0.784510,0.131090
59.9800,0.526530,0.100510
60.9600,0.523360,0.0995740
61.9900,0.513690,0.0975260
13.9900,0.494120,0.109460
62.9700,0.506490,0.0959870
63.9400,0.504090,0.0950150
65.0000,0.500370,0.0937280
65.9800,0.495680,0.0922030
67.0300,0.485500,0.0900380
67.9900,0.471510,0.0875120
68.9300,0.458350,0.0850220
6.00000,0.767040,0.130060
69.9900,0.445030,0.0827170
70.9700,0.438080,0.0812220
14.9900,0.487170,0.108510
72.0100,0.425670,0.0789700
73.0200,0.421360,0.0779040
74.0400,0.416590,0.0767870
75.0000,0.412230,0.0755800
76.0000,0.412580,0.0752410
77.0500,0.391270,0.0714960
77.9900,0.402330,0.0730300
79.0000,0.379260,0.0689460
7.01000,0.732260,0.129260
79.9300,0.378070,0.0686830
16.0800,0.490630,0.109100
81.0500,0.392200,0.0709390
81.9500,0.371990,0.0681310
83.0700,0.356490,0.0656610
84.0700,0.392270,0.0723810
85.0400,0.379290,0.0705990
85.8900,0.387220,0.0726940
86.8500,0.380560,0.0704610
87.8600,0.412870,0.0768440
88.9400,0.368600,0.0708250
8.03000,0.682480,0.124990
17.0400,0.496320,0.109630
8.96000,0.631130,0.120570
-0.990000,0.860600,0.137600
