-0.0400000,7.78200,1.27440
17.9600,6.38820,1.33620
19.0400,6.38150,1.32380
0.950000,7.73060,1.26610
20.0200,6.36520,1.31510
21.0000,6.34830,1.30030
22.0000,6.34270,1.30140
23.0200,6.30170,1.29360
24.0300,6.30150,1.29170
25.0000,6.24310,1.28360
26.0500,6.21660,1.28210
9.95000,6.72610,1.29280
26.9900,6.15020,1.27060
28.0200,6.13580,1.26830
29.0500,6.12380,1.26840
2.02000,7.72400,1.27060
29.9700,6.18390,1.27450
30.9900,6.20020,1.27740
32.0500,6.33450,1.29570
32.9700,6.46380,1.31850
33.9900,6.67740,1.34780
35.0100,6.79720,1.36480
11.0100,6.54920,1.31010
36.0000,6.95170,1.38550
36.9800,6.99930,1.38510
38.0100,7.10580,1.39210
38.9900,7.24840,1.40070
3.10000,7.63370,1.25980
39.9600,7.25810,1.39350
40.9700,7.34080,1.39290
41.9900,7.40020,1.39750
42.9500,7.50470,1.40830
44.0000,7.66590,1.42440
12.0800,6.39620,1.31960
44.9800,7.63240,1.41740
46.0200,7.82450,1.44370
46.9900,7.90250,1.45910
47.9600,8.12530,1.49330
49.0300,8.29290,1.52370
4.04000,7.51680,1.25100
50.0300,8.46490,1.54850
51.0100,8.56180,1.56280
51.9800,8.56280,1.56280
52.9800,8.58380,1.56510
13.0000,6.34160,1.33850
54.0100,8.58190,1.56350
54.9800,8.64810,1.56930
55.9800,8.70030,1.57040
57.0100,8.68690,1.57250
58.0200,8.74420,1.57280
58.9900,8.80270,1.58390
5.01000,7.40820,1.25120
59.9800,8.82710,1.58740
60.9600,8.98180,1.60480
61.9900,9.03970,1.61020
13.9900,6.32680,1.35350
62.9700,9.13600,1.62540
63.9400,9.20350,1.63520
65.0000,9.39490,1.65900
65.9800,9.37210,1.65910
67.0300,9.41610,1.66290
67.9900,9.37400,1.65950
68.9300,9.38650,1.66110
6.00000,7.23630,1.23410
69.9900,9.40880,1.66600
70.9700,9.52880,1.68450
14.9900,6.38620,1.36690
72.0100,9.47770,1.67510
73.0200,9.54730,1.68620
74.0400,9.44690,1.67400
75.0000,9.46970,1.67630
76.0000,9.54510,1.68760
77.0500,9.54000,1.68950
77.9900,9.50490,1.69240
79.0000,9.54730,1.69520
7.01000,7.27480,1.27420
79.9300,9.71380,1.71980
16.0800,6.37760,1.36220
81.0500,9.72500,1.73220
81.9500,9.73780,1.72940
83.0700,9.62560,1.70830
84.0700,10.0030,1.78970
85.0400,10.2050,1.81840
85.8900,9.87500,1.76270
86.8500,9.87550,1.76470
87.8600,10.0800,1.82120
88.9400,9.63690,1.74640
8.03000,7.09110,1.26940
17.0400,6.40230,1.35410
8.96000,6.89190,1.27810
-0.990000,7.77630,1.27250
